p1,,p2,,p3,,p4,,p5,,p6,,p7,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
-74.90843621399178,14.984217171717162,-63.33436213991769,32.30148709315375,-37.774948559670776,35.8087822671156,-13.180041152263357,35.47997334455667,-44.847993827160494,18.491512345679,-9.000514403292158,21.99880751964085,-3.3742283950617207,31.095854377104374
-47.09850823045265,21.012380751964074,-38.417952674897094,39.09687149270482,-35.04218106995883,38.22004769921436,-12.054783950617264,37.01441498316498,-34.88143004115224,22.546822390572387,-1.4452160493826796,27.588559203142523,1.6090534979424262,26.492529461279446
-26.040123456790127,26.16372053872054,-1.927469135802454,48.41312429854095,-27.00462962962962,40.3025042087542,-10.608024691357997,38.98726851851852,-25.718621399176925,24.19086700336699,4.502572016460931,27.588559203142523,4.020318930041185,23.86205808080807
-15.10905349794237,28.465382996632982,1.7698045267489988,47.09788860830527,-14.30529835390945,42.05615179573512,-5.624742798353907,40.631313131313135,-13.34079218106993,25.067690796857462,8.521347736625529,25.834911616161605,5.145576131687278,22.546822390572387
-9.16126543209873,29.342206790123456,5.627829218107024,49.61875701459033,-11.090277777777771,42.494563692480355,-0.9629629629629335,41.17932800224466,-3.2134773662551197,30.2190305836139,11.093364197530889,24.19086700336699,9.003600823045304,21.99880751964085
-4.338734567901213,31.42466329966328,9.164351851851876,49.399551066217725,-5.142489711934132,43.91940235690235,2.0913065843621723,39.75448933782266,1.6090534979424262,32.84950196408529,13.343878600823075,22.65642536475869,12.05787037037041,21.231586700336678
-0.31995884773661487,33.287913860830514,11.575617283950635,48.30352132435465,-0.1592078189300139,47.64590347923681,4.020318930041185,37.124017957351285,4.663323045267532,27.47895622895622,17.0411522633745,21.012380751964074,15.272890946502088,20.354762906846233
4.663323045267532,31.53426627384961,15.112139917695515,53.3452581369248,2.5735596707819184,51.70121352413018,5.306327160493851,35.69917929292927,6.753086419753117,24.84848484848483,30.383487654321016,33.945531705948355,18.97016460905354,19.039527216610537
8.360596707818956,29.342206790123456,21.542181069958872,55.53731762065095,5.788580246913597,51.9204194725028,7.396090534979436,33.287913860830514,9.807355967078223,23.31404320987653,,,21.3814300411523,19.14913019079684
11.575617283950635,27.040544332210985,,,8.521347736625529,50.057168911335566,10.611111111111143,32.739898989898975,13.504629629629676,22.875631313131294,,,23.792695473251058,18.710718294051617
16.55889917695478,24.958087822671146,,,11.897119341563808,48.30352132435465,14.62988683127574,32.30148709315375,16.55889917695478,24.738881874298528,,,24.75720164609055,21.231586700336678
20.899176954732525,29.999824635241296,,,14.147633744855995,46.22106481481481,17.684156378600846,32.959104938271594,21.059927983539126,29.56141273849606,,,27.650720164609083,23.64285213243545
,,,,18.00565843621402,54.660493827160494,20.256172839506206,33.39751683501683,,,,,31.66949588477371,25.944514590347907
,,,,24.75720164609055,57.61977413019079,,,,,,,37.29578189300415,27.917368125701458
